year,state_name,state_fips,county_name,county_fips,total_population,death_drug_poisonings_unintentional,mortality_rate_unintentional_drug_poisoning,mean_mortality_rate_unintentional_drug_poisoning_per_state_year,filled_mortality_rate_unintentional_drug_poisoning,mme,mme_per_capita,merge_population_vitalstatistics,merge_population_vitalstatistics_opioids
2017,FL,12,CLAY,19,212228.0,,,,,90570138.15,426.7586659159018,left_only,both
2018,FL,12,CLAY,19,215908.0,,,,,78051118.6125,361.5017443193397,left_only,both
2019,FL,12,CLAY,19,219252.0,,,,,69983486.64,319.19201028952983,left_only,both
2000,FL,12,,21,254015.0,,,,,,,left_only,left_only
2001,FL,12,,21,264240.0,,,,,,,left_only,left_only
2002,FL,12,,21,275490.0,,,,,,,left_only,left_only
2003,FL,12,,21,285321.0,29.0,10.163990733244312,10.898636831861468,10.163990733244312,,,both,left_only
2004,FL,12,,21,296021.0,29.0,9.796602268082331,11.443833776867127,9.796602268082331,,,both,left_only
2005,FL,12,,21,307452.0,43.0,13.985923005867582,12.214425193420814,13.985923005867582,,,both,left_only
2006,FL,12,COLLIER,21,312621.0,43.0,13.754674190153573,14.028622030911139,13.754674190153573,107527818.03915,343.9558380247968,both,both
2007,FL,12,COLLIER,21,314437.0,38.0,12.085091767190248,14.088496419709609,12.085091767190248,129944956.771925,413.26229665060094,both,both
2008,FL,12,COLLIER,21,316641.0,50.0,15.790753566341694,15.208641162050228,15.790753566341694,147514316.741,465.8724446328808,both,both
2009,FL,12,COLLIER,21,318485.0,42.0,13.187434259070285,14.500168263534942,13.187434259070285,203013843.132675,637.4361214269902,both,both
2010,FL,12,COLLIER,21,322581.0,36.0,11.159987724013504,15.664955201489008,11.159987724013504,237699089.7085875,736.8663675436169,both,both
2011,FL,12,COLLIER,21,327629.0,41.0,12.514154729892653,14.807061928930487,12.514154729892653,198760198.15608752,606.6624082608301,both,both
2012,FL,12,COLLIER,21,332233.0,31.0,9.330800974015224,13.184114832066342,9.330800974015224,141498108.6976875,425.9002227282886,both,both
2013,FL,12,COLLIER,21,338987.0,29.0,8.554900335411093,11.630726530637734,8.554900335411093,120916036.7906625,356.6981529989719,both,both
2014,FL,12,COLLIER,21,347211.0,41.0,11.808381646894828,12.109261541833874,11.808381646894828,110159024.4168,317.268244430044,both,both
2015,FL,12,COLLIER,21,356041.0,48.0,13.481593411994686,14.987429129395773,13.481593411994686,109381584.1617,307.21625925581606,both,both
2016,FL,12,COLLIER,21,365445.0,,,,,107475872.04390001,294.0958886943316,left_only,both
2017,FL,12,COLLIER,21,372678.0,,,,,105506619.7689,283.103965806675,left_only,both
2018,FL,12,COLLIER,21,378201.0,,,,,92448107.1903,244.44173122307978,left_only,both
2019,FL,12,COLLIER,21,384902.0,,,,,83770529.12640001,217.64118951421403,left_only,both
2000,FL,12,,23,56571.0,,,,,,,left_only,left_only
2001,FL,12,,23,57040.0,,,,,,,left_only,left_only
2002,FL,12,,23,57930.0,,,,,,,left_only,left_only
2003,FL,12,,23,59395.0,,,10.898636831861468,10.898636831861468,,,both,left_only
2004,FL,12,,23,60804.0,,,11.443833776867127,11.443833776867127,,,both,left_only
2005,FL,12,,23,63109.0,10.0,15.845600469029772,12.214425193420814,15.845600469029772,,,both,left_only
2006,FL,12,COLUMBIA,23,65890.0,,,14.028622030911139,14.028622030911139,27550999.5435875,418.13628082542874,both,both
2007,FL,12,COLUMBIA,23,66604.0,,,14.088496419709609,14.088496419709609,30014296.6830125,450.63805001219896,both,both
2008,FL,12,COLUMBIA,23,67318.0,10.0,14.854867940224011,15.208641162050228,14.854867940224011,37733241.9828125,560.5223266111961,both,both
2009,FL,12,COLUMBIA,23,67412.0,,,14.500168263534942,14.500168263534942,40156453.470225,595.6870211568415,both,both
2010,FL,12,COLUMBIA,23,67553.0,17.0,25.16542566577354,15.664955201489008,25.16542566577354,54616183.97295,808.4938340702855,both,both
2011,FL,12,COLUMBIA,23,67317.0,,,14.807061928930487,14.807061928930487,50971450.005,757.1854064352244,both,both
2012,FL,12,COLUMBIA,23,67884.0,16.0,23.569618761416532,13.184114832066342,23.569618761416532,49738162.665,732.6934574421072,both,both
2013,FL,12,COLUMBIA,23,67417.0,11.0,16.316359375231766,11.630726530637734,16.316359375231766,43285150.230225004,642.0509697884065,both,both
2014,FL,12,COLUMBIA,23,67779.0,11.0,16.229215538736184,12.109261541833874,16.229215538736184,43497964.983862504,641.7616811086399,both,both
2015,FL,12,COLUMBIA,23,68222.0,10.0,14.658028202046262,14.987429129395773,14.658028202046262,45363478.83,664.9391520330685,both,both
2016,FL,12,COLUMBIA,23,69265.0,,,,,44246976.16125,638.8071343571789,left_only,both
2017,FL,12,COLUMBIA,23,69999.0,,,,,42613135.7325,608.7677785754082,left_only,both
2018,FL,12,COLUMBIA,23,70668.0,,,,,37693063.6125,533.3823457930039,left_only,both
2019,FL,12,COLUMBIA,23,71686.0,,,,,33123219.6675,462.05981178333286,left_only,both
2000,FL,12,,27,32196.0,,,,,,,left_only,left_only
2001,FL,12,,27,32402.0,,,,,,,left_only,left_only
2002,FL,12,,27,32446.0,,,,,,,left_only,left_only
2003,FL,12,,27,33271.0,,,10.898636831861468,10.898636831861468,,,both,left_only
2004,FL,12,,27,33895.0,,,11.443833776867127,11.443833776867127,,,both,left_only
2005,FL,12,,27,33864.0,,,12.214425193420814,12.214425193420814,,,both,left_only
2006,FL,12,DE SOTO,27,34300.0,,,14.028622030911139,14.028622030911139,7179897.8465,209.32646782798832,both,both
2007,FL,12,DE SOTO,27,34537.0,,,14.088496419709609,14.088496419709609,7727044.2767925,223.7323530356574,both,both
2008,FL,12,DE SOTO,27,34374.0,,,15.208641162050228,15.208641162050228,7953604.365,231.38431270727875,both,both
2009,FL,12,DE SOTO,27,34592.0,,,14.500168263534942,14.500168263534942,9829462.92,284.15422409805734,both,both
2010,FL,12,DE SOTO,27,34934.0,,,15.664955201489008,15.664955201489008,13091753.0925,374.75677255682143,both,both
2011,FL,12,DE SOTO,27,34845.0,,,14.807061928930487,14.807061928930487,18280665.075,524.6280693069307,both,both
2012,FL,12,DE SOTO,27,35005.0,,,13.184114832066342,13.184114832066342,16695973.7925,476.9596855449222,both,both
2013,FL,12,DE SOTO,27,34905.0,,,11.630726530637734,11.630726530637734,12868659.5063625,368.6766797410829,both,both
2014,FL,12,DE SOTO,27,35338.0,,,12.109261541833874,12.109261541833874,13081303.6913625,370.1766849103656,both,both
2015,FL,12,DE SOTO,27,35648.0,,,14.987429129395773,14.987429129395773,11603321.34,325.49712017504487,both,both
2016,FL,12,DE SOTO,27,36255.0,,,,,12454860.0225,343.5349613156806,left_only,both
2017,FL,12,DE SOTO,27,37241.0,,,,,12829177.26,344.4906758679949,left_only,both
2018,FL,12,DE SOTO,27,37368.0,,,,,10392521.1975,278.1128558526012,left_only,both
2019,FL,12,DE SOTO,27,38001.0,,,,,9606003.6975,252.7829188047683,left_only,both
2000,FL,12,,29,13758.0,,,,,,,left_only,left_only
2001,FL,12,,29,14033.0,,,,,,,left_only,left_only
2002,FL,12,,29,14234.0,,,,,,,left_only,left_only
2003,FL,12,,29,14364.0,,,10.898636831861468,10.898636831861468,,,both,left_only
2004,FL,12,,29,14825.0,,,11.443833776867127,11.443833776867127,,,both,left_only
2005,FL,12,,29,15427.0,,,12.214425193420814,12.214425193420814,,,both,left_only
2006,FL,12,DIXIE,29,15892.0,,,14.028622030911139,14.028622030911139,2952746.125,185.80078813239365,both,both
2007,FL,12,DIXIE,29,16083.0,,,14.088496419709609,14.088496419709609,3098699.7413625,192.6692620383324,both,both
2008,FL,12,DIXIE,29,16214.0,,,15.208641162050228,15.208641162050228,3247707.6,200.3026766991489,both,both
2009,FL,12,DIXIE,29,16403.0,,,14.500168263534942,14.500168263534942,2874669.0413625,175.25263923443882,both,both
2010,FL,12,DIXIE,29,16400.0,,,15.664955201489008,15.664955201489008,2657110.35,162.01892378048782,both,both
2011,FL,12,DIXIE,29,16406.0,,,14.807061928930487,14.807061928930487,2560335.675,156.06093349993904,both,both
2012,FL,12,DIXIE,29,16153.0,,,13.184114832066342,13.184114832066342,3326242.5943125,205.92104217869746,both,both
2013,FL,12,DIXIE,29,16084.0,,,11.630726530637734,11.630726530637734,3489151.2865875,216.933056863187,both,both
2014,FL,12,DIXIE,29,16041.0,,,12.109261541833874,12.109261541833874,3425045.46,213.51820086029548,both,both
2015,FL,12,DIXIE,29,16353.0,,,14.987429129395773,14.987429129395773,5029532.97,307.5602623371858,both,both
2016,FL,12,DIXIE,29,16465.0,,,,,4898759.287500001,297.52561721834195,left_only,both
2017,FL,12,DIXIE,29,16615.0,,,,,4498992.6375,270.7789730665062,left_only,both
2018,FL,12,DIXIE,29,16685.0,,,,,4250188.1025,254.73108195984418,left_only,both
2019,FL,12,DIXIE,29,16826.0,,,,,4352973.165,258.70516848924285,left_only,both
2000,FL,12,,31,779800.0,,,,,,,left_only,left_only
2001,FL,12,,31,790681.0,,,,,,,left_only,left_only
2002,FL,12,,31,800532.0,,,,,,,left_only,left_only
2003,FL,12,,31,809633.0,107.0,13.215864471927404,10.898636831861468,13.215864471927404,,,both,left_only
2004,FL,12,,31,820070.0,91.0,11.09661370370822,11.443833776867127,11.09661370370822,,,both,left_only
2005,FL,12,,31,828988.0,84.0,10.132836663498145,12.214425193420814,10.132836663498145,,,both,left_only
2006,FL,12,DUVAL,31,842098.0,124.0,14.725127004220411,14.028622030911139,14.725127004220411,293453353.84766245,348.47886332429533,both,both
2007,FL,12,DUVAL,31,851033.0,124.0,14.570527817370184,14.088496419709609,14.570527817370184,344997273.16648746,405.3864810959005,both,both
2008,FL,12,DUVAL,31,855437.0,89.0,10.404039105159118,15.208641162050228,10.404039105159118,408831548.94109994,477.92128343887384,both,both
2009,FL,12,DUVAL,31,859795.0,115.0,13.375281317058135,14.500168263534942,13.375281317058135,534431491.3258124,621.5801340154484,both,both
2010,FL,12,DUVAL,31,865628.0,120.0,13.86276784022698,15.664955201489008,13.86276784022698,758932754.4222,876.7423817415795,both,both
2011,FL,12,DUVAL,31,872355.0,135.0,15.475351204498168,14.807061928930487,15.475351204498168,658214148.662775,754.5255643204601,both,both
2012,FL,12,DUVAL,31,880108.0,150.0,17.043362860012635,13.184114832066342,17.043362860012635,555383443.5160125,631.0401036191156,both,both
2013,FL,12,DUVAL,31,885943.0,127.0,14.33500800841589,11.630726530637734,14.33500800841589,477975727.05675,539.5106988336157,both,both
2014,FL,12,DUVAL,31,896668.0,134.0,14.944215696333538,12.109261541833874,14.944215696333538,459122865.92246246,512.0321745868732,both,both
2015,FL,12,DUVAL,31,910578.0,146.0,16.033771955834645,14.987429129395773,16.033771955834645,469048981.7088001,515.111260879134,both,both
2016,FL,12,DUVAL,31,926010.0,,,,,475181047.80149996,513.1489377020766,left_only,both
2017,FL,12,DUVAL,31,937933.0,,,,,461319221.01839995,491.84666817182034,left_only,both
2018,FL,12,DUVAL,31,948652.0,,,,,400616157.372,422.30044038488296,left_only,both
2019,FL,12,DUVAL,31,957755.0,,,,,362584855.69949996,378.57787816247367,left_only,both
2000,FL,12,,33,294725.0,,,,,,,left_only,left_only
2001,FL,12,,33,297776.0,,,,,,,left_only,left_only
2002,FL,12,,33,297568.0,,,,,,,left_only,left_only
2003,FL,12,,33,296603.0,27.0,9.103077177236914,10.898636831861468,9.103077177236914,,,both,left_only
2004,FL,12,,33,298225.0,33.0,11.065470701651437,11.443833776867127,11.065470701651437,,,both,left_only
2005,FL,12,,33,298339.0,32.0,10.726053248150594,12.214425193420814,10.726053248150594,,,both,left_only
2006,FL,12,ESCAMBIA,33,300395.0,45.0,14.98027596997287,14.028622030911139,14.98027596997287,96187082.9970125,320.2020106759849,both,both
2007,FL,12,ESCAMBIA,33,297393.0,31.0,10.423917173571672,14.088496419709609,10.423917173571672,113849766.4575275,382.82597928507903,both,both
2008,FL,12,ESCAMBIA,33,296854.0,28.0,9.432246154675363,15.208641162050228,9.432246154675363,116141308.8183875,391.24050482185686,both,both
2009,FL,12,ESCAMBIA,33,297015.0,16.0,5.386933319866,14.500168263534942,5.386933319866,127804089.019725,430.2950659721731,both,both
2010,FL,12,ESCAMBIA,33,298038.0,25.0,8.388192109730975,15.664955201489008,8.388192109730975,152816298.2766,512.7409869768285,both,both
2011,FL,12,ESCAMBIA,33,299401.0,29.0,9.68600639276422,14.807061928930487,9.68600639276422,146213728.47427502,488.35417541783437,both,both
2012,FL,12,ESCAMBIA,33,303423.0,25.0,8.239322661762621,13.184114832066342,8.239322661762621,129038513.00400001,425.2759777736032,both,both
2013,FL,12,ESCAMBIA,33,306694.0,17.0,5.542984212276732,11.630726530637734,5.542984212276732,120417456.64995,392.63062417246505,both,both
2014,FL,12,ESCAMBIA,33,307960.0,35.0,11.36511235225354,12.109261541833874,11.36511235225354,128942243.1688125,418.69802301861444,both,both
2015,FL,12,ESCAMBIA,33,309311.0,51.0,16.488259389417124,14.987429129395773,16.488259389417124,128314404.04739997,414.8394465356873,both,both
2016,FL,12,ESCAMBIA,33,311473.0,,,,,128192442.44354999,411.5683941900261,left_only,both
2017,FL,12,ESCAMBIA,33,313249.0,,,,,122401778.83799998,390.7491447315075,left_only,both
2018,FL,12,ESCAMBIA,33,315104.0,,,,,104206493.2104,330.70507899106326,left_only,both
2019,FL,12,ESCAMBIA,33,318316.0,,,,,95455401.38790001,299.87622798696896,left_only,both
2000,FL,12,,35,50579.0,,,,,,,left_only,left_only
2001,FL,12,,35,53944.0,,,,,,,left_only,left_only
2002,FL,12,,35,57905.0,,,,,,,left_only,left_only
2003,FL,12,,35,62947.0,,,10.898636831861468,10.898636831861468,,,both,left_only
2004,FL,12,,35,69387.0,,,11.443833776867127,11.443833776867127,,,both,left_only
2005,FL,12,,35,77008.0,,,12.214425193420814,12.214425193420814,,,both,left_only
2006,FL,12,FLAGLER,35,84339.0,,,14.028622030911139,14.028622030911139,21014156.688675,249.1629814045104,both,both
2007,FL,12,FLAGLER,35,90516.0,,,14.088496419709609,14.088496419709609,24315948.102762498,268.6370155857804,both,both
2008,FL,12,FLAGLER,35,93546.0,,,15.208641162050228,15.208641162050228,30735734.12245,328.5627832558314,both,both
2009,FL,12,FLAGLER,35,94700.0,,,14.500168263534942,14.500168263534942,45097702.3022625,476.2164973839757,both,both
2010,FL,12,FLAGLER,35,96066.0,,,15.664955201489008,15.664955201489008,54755712.9945375,569.9801490073231,both,both
2011,FL,12,FLAGLER,35,97462.0,16.0,16.416654696189283,14.807061928930487,16.416654696189283,58417365.165675,599.3860701163018,both,both
2012,FL,12,FLAGLER,35,98434.0,,,13.184114832066342,13.184114832066342,54255470.529525004,551.1862824788691,both,both
2013,FL,12,FLAGLER,35,99798.0,,,11.630726530637734,11.630726530637734,48631255.9847625,487.2968995847862,both,both
2014,FL,12,FLAGLER,35,101889.0,,,12.109261541833874,12.109261541833874,50312298.23385,493.7951911771634,both,both
2015,FL,12,FLAGLER,35,104436.0,11.0,10.532766478991919,14.987429129395773,10.532766478991919,45570959.3136,436.3529751579915,both,both
2016,FL,12,FLAGLER,35,107406.0,,,,,47593940.2719,443.1218020585442,left_only,both
2017,FL,12,FLAGLER,35,109999.0,,,,,46790098.338,425.3683973308848,left_only,both
2018,FL,12,FLAGLER,35,112085.0,,,,,41881794.4899,373.66101164205736,left_only,both
2019,FL,12,FLAGLER,35,115081.0,,,,,39810050.6643,345.9306980674482,left_only,both
2000,FL,12,,37,9839.0,,,,,,,left_only,left_only
2001,FL,12,,37,9910.0,,,,,,,left_only,left_only
2002,FL,12,,37,9972.0,,,,,,,left_only,left_only
2003,FL,12,,37,10025.0,,,10.898636831861468,10.898636831861468,,,both,left_only
2004,FL,12,,37,10090.0,,,11.443833776867127,11.443833776867127,,,both,left_only
2005,FL,12,,37,10198.0,,,12.214425193420814,12.214425193420814,,,both,left_only
2006,FL,12,FRANKLIN,37,11308.0,,,14.028622030911139,14.028622030911139,2174577.2229999998,192.3043175627874,both,both
2007,FL,12,FRANKLIN,37,11491.0,,,14.088496419709609,14.088496419709609,2100030.0225,182.75433143329562,both,both
2008,FL,12,FRANKLIN,37,11484.0,,,15.208641162050228,15.208641162050228,2152977.9473625,187.47631028931556,both,both
2009,FL,12,FRANKLIN,37,11515.0,,,14.500168263534942,14.500168263534942,1955987.79,169.8643326096396,both,both
2010,FL,12,FRANKLIN,37,11522.0,,,15.664955201489008,15.664955201489008,2493329.9625,216.39732359833363,both,both
2011,FL,12,FRANKLIN,37,11472.0,,,14.807061928930487,14.807061928930487,2695184.8163625,234.9359149548902,both,both
2012,FL,12,FRANKLIN,37,11612.0,,,13.184114832066342,13.184114832066342,2742248.5275,236.1564353685842,both,both
2013,FL,12,FRANKLIN,37,11521.0,,,11.630726530637734,11.630726530637734,3648692.2463625,316.6992662409947,both,both
2014,FL,12,FRANKLIN,37,11661.0,,,12.109261541833874,12.109261541833874,3280546.59,281.326351942372,both,both
2015,FL,12,FRANKLIN,37,11707.0,,,14.987429129395773,14.987429129395773,3363248.625,287.2852673614077,both,both
2016,FL,12,FRANKLIN,37,11823.0,,,,,3357622.83,283.9907663029688,left_only,both
2017,FL,12,FRANKLIN,37,11724.0,,,,,3385081.5,288.73093654042987,left_only,both
2018,FL,12,FRANKLIN,37,11676.0,,,,,3152310.3675,269.9820458633094,left_only,both
2019,FL,12,FRANKLIN,37,12125.0,,,,,3065400.855,252.81656536082474,left_only,both
2000,FL,12,,39,44950.0,,,,,,,left_only,left_only
2001,FL,12,,39,45153.0,,,,,,,left_only,left_only
2002,FL,12,,39,44762.0,,,,,,,left_only,left_only
2003,FL,12,,39,44952.0,,,10.898636831861468,10.898636831861468,,,both,left_only
2004,FL,12,,39,45129.0,,,11.443833776867127,11.443833776867127,,,both,left_only
2005,FL,12,,39,45258.0,,,12.214425193420814,12.214425193420814,,,both,left_only
2006,FL,12,GADSDEN,39,45258.0,,,14.028622030911139,14.028622030911139,6021334.935225,133.04465365736445,both,both
2007,FL,12,GADSDEN,39,45867.0,,,14.088496419709609,14.088496419709609,7141054.1475,155.69045604683106,both,both
2008,FL,12,GADSDEN,39,46319.0,,,15.208641162050228,15.208641162050228,6728634.6435,145.26726923076924,both,both
2009,FL,12,GADSDEN,39,46264.0,,,14.500168263534942,14.500168263534942,7169350.4968125,154.96607506511543,both,both
2010,FL,12,GADSDEN,39,47794.0,,,15.664955201489008,15.664955201489008,7948019.6625,166.29743613215047,both,both
2011,FL,12,GADSDEN,39,47373.0,,,14.807061928930487,14.807061928930487,10060032.75,212.35794123234754,both,both
2012,FL,12,GADSDEN,39,46574.0,,,13.184114832066342,13.184114832066342,8674089.8738625,186.24318018341776,both,both
2013,FL,12,GADSDEN,39,46087.0,,,11.630726530637734,11.630726530637734,7796733.8475,169.1742540738169,both,both
2014,FL,12,GADSDEN,39,46114.0,,,12.109261541833874,12.109261541833874,8251027.5975,178.92673802966561,both,both
2015,FL,12,GADSDEN,39,46060.0,,,14.987429129395773,14.987429129395773,8344101.1049999995,181.15721026921406,both,both
2016,FL,12,GADSDEN,39,46086.0,,,,,8665903.4925,188.03765769431064,left_only,both
2017,FL,12,GADSDEN,39,45993.0,,,,,7842694.4775,170.51930679668646,left_only,both
2018,FL,12,GADSDEN,39,45927.0,,,,,6803619.3,148.13985890652557,left_only,both
2019,FL,12,GADSDEN,39,45660.0,,,,,6371660.205,139.54577759526939,left_only,both
2000,FL,12,,41,14443.0,,,,,,,left_only,left_only
2001,FL,12,,41,14283.0,,,,,,,left_only,left_only
2002,FL,12,,41,14502.0,,,,,,,left_only,left_only
2003,FL,12,,41,15011.0,,,10.898636831861468,10.898636831861468,,,both,left_only
2004,FL,12,,41,15271.0,,,11.443833776867127,11.443833776867127,,,both,left_only
2005,FL,12,,41,15801.0,,,12.214425193420814,12.214425193420814,,,both,left_only
2006,FL,12,GILCHRIST,41,16223.0,,,14.028622030911139,14.028622030911139,4032605.95,248.57338038587193,both,both
